ExperimentName;Vistalon 8800 (EPDM);Vistalon 8600 (EPDM);Keltan 6950 (EPDM);keltan 6951;Keltan 6950 ECO;keltan 6951C;KEP2480 (EPDM);ravago EPDM recycl� ;PPH 3060 (PP);PP Remolen 50CCUF 702;PP Remolen 50CC00 703;Remolen 50CHUF00 7XX;ENGAGE 8180 (POE);PPH 11012 (PP);Dutral BTX 9049;Stabaxol P100;INEOS rrPP1002;Marlex HAX 030LC (PP);Marlex HGX 030LC (PP);Exxelor PO1020 (PPgAM);Infuse 9077 (OBC);Adflex X100G (polyolefine);Engage 8842 (POE);PP 2355 (anti uv);PPH 2002 (anti-UV);PP 8790 (anti uv);PP 55176 (anti ox);rPPH 02GR;rPPH 03GR;WPP PRC 50 UFO;WPP PRC 50 UFO nat;rPPC 01GR;rPPC 02GR;Kingfa CB-T2L2A NC001;PEHD HMA018 (PE);Primol 352 (Plastifiant);Nypar 330 (Plastifiant);NYPAR 330 2;Lucant LX400 (plastifiant);Pionier 2196 (plastifiant);Tiona ATA 1 (TiO2);Noir Spheron SOA 550 (Noir de carbone);Noir 990 (Noir de carbone);Noir N115;Noir N330;Noir N772;noir FEF 550;PP8027 (Noir Polyone);Incroslip SL (AID Process);Crodamide ER (AID Process);Polyplastol 19 (AID Process);AIDPPF4 (AID Process);Chiguard 770 (anti-UV);Cyasorb uv 703 (anti-UV);Cyasorb uv 703 (fin) (anti-UV);Cyasorb CYXTRA V9900 (anti-uv);Tinuvin 770 DF (anti-UV);Tinuvin 326 (anti-UV);Tinuvin 326 (fin) (anti-UV);Lubio 10 (anti-UV);Lubio 10 (fin) (anti-UV);Lubio 11 (anti-UV);Lubio 11 (fin) (anti-UV);Zeoflair 110 (additif);torilis 7200;Bruggolen TP-R2090;naugard 445;Vulkanox HS-LG (TMQ);Huile Aurora SK W Ergon ;PEG 4000 (AID Process);ZnO;MgO - Maglite DE;R�sine SP1055 (R�sine);R�sine SP1045H (non brom�e);Anti oxydant MBI : RHENOGRAN MBI 80 (anti-ox);Anti oxydant MBI (fin) (anti-ox);Cyanox 2777 (anti ox);Irganox B225 (ANTIOX);Irganox B900 (ANTIOX);Hostanox PEPQ (ANTIOX);Hostanox SE10 PILLS;Hostanox 0310 PILLS;Irgacycle 030G;MB 50001;Univul 4050 (HALS);Chimassorb 2020 (HALS);Hycite 713 (corr acidit�);Safic Chem Mask AX PD (BV) (neutralisateur odeur);acide st�arique;nures 2055;PP AUROcom 50 IUF3 H Tst black;PP ROMOLEN (Mol group);Huile Viva B-Fix 10249;N�opr�ne WRT;REPSOL Reciclex RXP52BG;Luperox F40MF (Peroxyde);Luperox 101XL45 (Peroxyde);Luperox 101XL45 SP2 (peroxyde);Luperox F air B2 (peroxyde);RICON 153DA (co-agent);RICON 154DA (co-agent);TMPTMA = SR 350 (co-agent);Vulcofac SR 517 DL (Co-agent);Alcanpoudre EGDMA (Co-agent);Alcanpoudre TMPTMA 70 (Co-agent);Alcanpoudre - EGDMA 70;TOTAL;Chiguard 770 (BV) (anti-UV);Tinuvin 326 (BV) (anti-UV);PEG 4000 (BV) (AID Process);Crodamide ER (BV) (AID Process);Nypar 330 (BV) (Plastifiant);AIDPPF4 (BV) (AID Process);MB 50001 (BV);rPPH 02GR (BV);rPPH 03GR (BV);WPP PRC 50 UFO nat (BV);rPPC 01GR (BV);rPPC 02GR (BV);Kingfa CB-T2L2A NC001 (BV);PPH 3060 (BV) (PP);PP AUROcom 50 IUF3 H Tst black (BV);WPP PRC 50 UFO (BV);PP ROMOLEN (Mol group) (BV);PP Remolen 50CCUF 702 (BV);PP Remolen 50CC00 703 (BV);INEOS rrPP1002 (BV);REPSOL Reciclex RXP52BG (BV);Remolen 50CHUF00 7XX (BV);mach_mix;Coef-remplissage;mach_Bivis;Profil_vis;vitesse rotation b-v;puits de d�gazage;Cyl.zone 1;Cyl.zone 2;Cyl.zone 3;Cyl.zone 4;Cyl.zone 5;Cyl.zone 6;Cyl.zone 7;Cyl.zone 8;Cyl.zone 9;Cyl.zone 10;Cyl.zone 11;Cyl.zone 12;GALA - T� 8.0;GALA - bypass;GALA - Fili�re;T� T�te;T� Porte Filtre;T� Bi-Pass;T� Eau;D�bit doseur 1 double vis;type vis doseur 1;d�bit doseur 1 K-tron;D�bit doseur 2 monovis;type vis doseur 2;Couple Vis doseur;Position;Type pompe;d�bit th�orique;d�bit affich�;Vitesse extrudeuse;Couple extrudeuse;T� mati�re BV;Energie sp�cifique;P gala amont;P gala aval;Pression dans 8/0;Pression bypass;capacit� granulatrice;Intensit� de la granulatrice Gala;Couple granulatrice Gala;vitesse granulatrice;V Couteaux;nb trous fili�res;nb lames du porte-couteaux;t� bac d'eau Gala;Type mat�re � doser;D�bit doseur;capacit� doseur;type vis doseur;% vitesse de Vis doseur;D�bit Huile;Vitesse de vis;Courant;Pression t�te extrudeuse;T� mati�re;mach_extru;Etuvage;Hum_extru;Vvis_extru;T_extru;P-extru;V_tapis;E_extru;T_melt_extru;Hard_Shore_A;Hard_Shore_D;Density;Tensile_strength_break;Elong_break;S_elong_5;S_elong_10;S_elong_20;S_elong_50;S_elong_100;Comp_22_23;Comp_22_85;Comp_22_70;Comp_22_100;Comp_168_70
CFECO1 C;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293,8;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;193;99999;202;40;99999;99999;14;99999;99999;23;99999;99999;99999;99999;99999;45;99999;0,279;99999;99999;53;45;99999;71;46;1600;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;40;18;2;99999;99999;42;0,975;14,72;537,74;6,85;8,15;8,71;8,76;8,79;99999;99999;99999;99999;99999
CFECO1 D;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293,8;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;194;99999;202;40;99999;99999;14;99999;99999;22;99999;99999;99999;99999;99999;40;99999;0,228;99999;99999;47;40;99999;65;44;1700;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;37;18;2;99999;99999;43;0,981;14,07;471,08;7,41;8,77;9,33;9,34;9,35;99999;99999;99999;99999;99999
CFECO1 E;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293,8;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;193;99999;201;40;99999;99999;14;99999;99999;18;99999;99999;99999;99999;99999;42;99999;0,24;99999;99999;48;41;99999;75;46;1700;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;40;17;2;99999;99999;44;0,939;19,48;572,21;8,71;10,15;10,65;10,5;10,38;99999;99999;99999;99999;99999
CFECO1 F;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293,8;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;193;99999;203;40;99999;99999;14;99999;99999;22;99999;99999;99999;99999;99999;41;99999;0,248;99999;99999;50;45;99999;75;45;1700;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;43;18,5;2;99999;99999;35;0,974;12,09;486,08;5,81;6,79;7,32;7,54;7,72;99999;99999;99999;99999;99999
CFECO1 G;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293,8;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;193;99999;203;40;99999;99999;14;99999;99999;22;99999;99999;99999;99999;99999;40;99999;0,242;99999;99999;50;43;99999;75;44;1700;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;44;17,5;2;99999;99999;39;0,969;10,79;420,64;5,54;6,68;7,35;7,64;7,81;99999;99999;99999;99999;99999
CFECO1 H;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293,8;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;193;99999;205;40;99999;99999;14;99999;99999;23;99999;99999;99999;99999;99999;40;99999;0,236;99999;99999;51;43;99999;93;49;1700;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;45;17,5;2;99999;99999;38;1,02;11,16;435,36;5,63;6,65;7,12;7,27;7,47;99999;99999;99999;99999;99999
CFECO2 A;0;0;0;60;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293,8;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;99999;99999;201;40;99999;99999;14;99999;99999;19;99999;99999;99999;99999;99999;44;99999;0,262;99999;99999;43;47;99999;52;69;1700;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;40;17;2;99999;99999;46;0,968;27,85;627,73;9,25;11,01;11,73;11,55;11,3;99999;99999;99999;99999;99999
CFECO2 B;0;0;0;60;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290,8;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;99999;99999;204;40;99999;99999;14;99999;99999;18;99999;99999;99999;99999;99999;44;99999;0,278;99999;99999;47;50;99999;94;62;1700;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;40;17,5;2;99999;99999;44;0,935;26,13;696,52;9,07;10,86;11,59;11,28;10,89;99999;99999;99999;99999;99999
CFECO2 C;0;0;0;0;60;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290,8;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;99999;99999;203;40;99999;99999;14;99999;99999;19;99999;99999;99999;99999;99999;44;99999;0,252;99999;99999;48;51;99999;86;53;1700;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;45;15;2;99999;99999;47;0,942;22,25;679,63;9,66;11,36;11,89;11,39;10,89;99999;99999;99999;99999;99999
CFECO2 D;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;99999;99999;203;40;99999;99999;14;99999;99999;19;99999;99999;99999;99999;99999;37;99999;0,227;99999;99999;35;39;99999;94;53;1700;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;32;16,5;2;99999;99999;40;0,946;15,14;563,14;7,9;9,25;9,69;9,45;9,25;99999;99999;99999;99999;99999
CFECO2 E;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290,8;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;99999;99999;203;40;99999;99999;14;99999;99999;20;99999;99999;99999;99999;99999;41;99999;0,224;99999;99999;37;41;99999;94;50;1700;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;32;17;2;99999;99999;40;0,957;10,83;374,58;7,51;8,83;9,32;9,16;9,02;99999;99999;99999;99999;99999
CFECO2 F;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290,8;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;99999;99999;201;40;99999;99999;14;99999;99999;19;99999;99999;99999;99999;99999;39;99999;0,231;99999;99999;37;41;99999;86;51;1700;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;36;17;2;99999;99999;43;0,939;18,13;615,85;8,52;10,03;10,52;10,26;9,99;99999;99999;99999;99999;99999
CFECO2 G;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290,8;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;99999;99999;202;40;99999;99999;14;99999;99999;17;99999;99999;99999;99999;99999;42;99999;0,234;99999;99999;43;46;99999;86;52;1700;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;41;16;2;99999;99999;42;0,94;16,27;588,19;8,49;9,95;10,37;10,05;9,77;99999;99999;99999;99999;99999
CFECO3 A;0;0;0;60;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290,8;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;99999;99999;204;40;99999;99999;14;99999;99999;19;99999;99999;99999;99999;99999;42;99999;0,253;99999;99999;51;51;99999;70;51;1700;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;37;17,5;2;99999;99999;42;0,958;22,25;751,66;9,46;11,57;12,43;12,02;11,58;99999;99999;99999;99999;99999
CFECO3 B;0;0;0;60;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290,8;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;99999;99999;203;40;99999;99999;14;99999;99999;20;99999;99999;99999;99999;99999;40;99999;0,247;99999;99999;54;54;99999;100;52;1800;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;34;16;2;99999;99999;45,33333333;0,944;23,13;755,98;9,47;11,53;12,37;12,02;11,58;99999;99999;99999;99999;99999
CFECO3 C;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290,8;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;99999;99999;202;40;99999;99999;14;99999;99999;20;99999;99999;99999;99999;99999;40;99999;0,237;99999;99999;47;47;99999;100;50;1800;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;29;16;2;99999;99999;38;0,94;16,66;659,91;8,76;10,55;11,21;10,98;10,69;99999;99999;99999;99999;99999
CFECO3 D;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315,8;0;0;0;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;99999;99999;201;40;99999;99999;14;99999;99999;18;99999;99999;99999;99999;99999;40;99999;0,24;99999;99999;45;44;99999;100;49;1800;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;30;16;2;99999;99999;41,33333333;0,931;18,22;702,37;10;11,87;12,44;11,95;11,45;99999;99999;99999;99999;99999
CFECO3 F;0;0;0;60;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;1;12,4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278,4;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;99999;99999;203;40;99999;99999;14;99999;99999;19;99999;99999;99999;99999;99999;43;99999;0,25;99999;99999;50;51;99999;70;48;1800;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;34;15;2;99999;99999;46;0,925;22,85;739,58;12,08;14,11;14,57;13,62;12,79;99999;99999;99999;99999;99999
CFECO3 G;0;0;0;60;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;1;24,8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290,8;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;160;170;175;180;185;190;190;195;195;200;200;200;200;200;99999;99999;203;40;99999;99999;14;99999;99999;17;99999;99999;99999;99999;99999;40;99999;0,247;99999;99999;49;49;99999;70;45;1800;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;29;13,5;2;99999;99999;47,33333333;0,946;20,4;746,44;10,49;12,5;13,1;12,39;11,66;99999;99999;99999;99999;99999
CFECO3 H;0;0;0;60;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293,8;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;175;190;195;200;205;210;220;220;220;220;220;200;200;200;99999;99999;201;40;99999;99999;14;99999;99999;17;99999;99999;99999;99999;99999;41;99999;0,246;99999;99999;47;47;99999;69;48;1800;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;37;17;2;99999;99999;47,33333333;0,942;26,95;711,77;10;12,06;12,82;12,43;12,07;99999;99999;99999;99999;99999
CFECO3 I;0;0;0;60;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24,8;0;1,5;1;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293,8;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27 52D;L9;250;z11;60;175;190;195;200;205;210;220;220;220;220;220;200;200;200;99999;99999;202;40;99999;99999;14;99999;99999;19;99999;99999;99999;99999;99999;42;99999;0,25;99999;99999;45;46;99999;69;47;1800;99999;2;4;40;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;Teach Line;4h 80�C;99999;180;200-195-190-185-180;41;18,5;2;99999;99999;42,66666667;0,938;18,32;736,67;9,97;12,13;12,7;11,2;11,17;99999;99999;99999;99999;99999
